87.271	390.025	1.168	37.463	10.547	107.068	1.022	5.85	8.285	2140.628	
87.373	465.094	1.148	45.34	14.548	81.077	1.042	5.592	5.696	2033.587	
91.272	380.322	1.289	37.888	13.19	114.705	1.024	5.218	6.899	1196.593	
91.204	449.154	1.181	48.031	13.434	111.299	1.031	5.873	5.479	1949.274	
89.693	416.954	1.11	49.387	15.234	95.429	1.021	6.024	4.843	1708.743	
88.183	378.03	1.244	42.473	16.267	119.207	1.031	5.046	4.17	1559.151	
86.978	346.973	1.198	44.619	13.077	123.599	1.012	5.606	7.752	1577.26	
89.899	441.428	1.107	47.761	10.404	123.081	1.039	5.415	5.372	1049.309	
87.592	348.21	1.159	44.699	11.735	92.583	1.026	5.927	4.919	1752.275	
90.036	471.703	1.251	46.056	14.414	90.369	1.016	6.344	6.505	1400.128	
88.443	390.685	1.29	37.435	13.056	97.34	1.015	5.685	6.538	1377.268	
88.68	378.062	1.189	40.913	12.957	102.83	1.044	5.48	4.998	2194.159	
89.804	430.577	1.102	35.967	10.48	121.573	1.014	5.344	5.979	1260.496	
89.937	349.932	1.293	35.642	13.74	128.451	1.032	6.155	7.212	1925.895	
87.577	479.99	1.147	40.837	11.659	101.687	1.048	5.814	6.231	1175.386	
90.979	482.172	1.13	32.313	16.367	128.873	1.026	5.907	7.693	1357.874	
86.325	490.074	1.272	30.619	13.285	92.749	1.039	5.759	4.683	1209.89	
88.869	454.017	1.131	38.827	8.772	108.047	1.023	5.353	7.187	1126.472	
89.646	455.396	1.293	41.872	11.389	101.863	1.02	6.193	6.331	2159.084	
90.404	476.118	1.147	34.202	13.279	110.046	1.046	5.479	4.656	2020.055	
90.906	369.699	1.207	34.463	15.131	114.878	1.021	5.612	4.117	1271.485	
90.413	472.664	1.284	31.269	8.791	115.02	1.032	6.098	7.861	1131.308	
88.96	397.14	1.204	49.514	16.277	108.383	1.037	6.127	7.266	1477.879	
89.453	423.468	1.169	31.673	16.672	111.959	1.015	5.643	8.466	1759.076	
90.193	364.417	1.15	37.218	9.901	98.59	1.025	5.213	5.031	1724.19	
89.197	372.308	1.274	38.71	11.315	105.81	1.027	6.13	5.633	1094.161	
91.365	415.76	1.104	31.901	13.807	112.084	1.038	6.146	5.695	1930.35	
89.433	390.711	1.122	41.086	8.577	103.459	1.012	5.899	5.141	1664.411	
90.973	352.545	1.158	38.989	13.962	96.68	1.029	5.267	5.524	1535.888	
87.006	448.291	1.189	43.775	10.973	97.05	1.028	6.4	6.106	1370.682	
